,fecha,tmin,horatmin,tmax,horatmax
203,2019-07-23,"25,1",05:19,"36,7",15:26
204,2019-07-24,"23,4",05:41,"37,2",14:53
205,2019-07-25,"21,7",05:30,"35,3",13:51
206,2019-07-26,"21,1",04:57,"34,2",14:46
207,2019-07-27,"20,1",05:48,"28,5",12:10
208,2019-07-28,"19,0",03:17,"32,4",15:22
209,2019-07-29,"19,3",04:38,"35,3",15:47
210,2019-07-30,"21,0",05:33,"36,9",Varias
211,2019-07-31,,,,
212,2019-08-01,,,,
213,2019-08-02,"19,2",05:26,"37,0",14:25
214,2019-08-03,"19,5",05:32,"35,2",15:58
215,2019-08-04,"20,0",05:30,"36,8",15:40
216,2019-08-05,"19,4",04:17,"37,7",14:38
217,2019-08-06,"18,3",03:40,"36,8",15:27
218,2019-08-07,"19,9",05:33,"34,3",15:58
219,2019-08-08,"19,7",05:23,"36,4",14:02
220,2019-08-09,"20,1",04:47,"34,2",14:19
221,2019-08-10,"21,0",05:21,"35,4",15:17
222,2019-08-11,"20,2",05:19,"34,2",14:44
223,2019-08-12,"20,0",05:48,"34,9",16:25
224,2019-08-13,"16,7",05:53,"36,6",16:56
225,2019-08-14,"19,2",04:36,"38,6",17:20
226,2019-08-15,"21,2",05:40,"39,5",15:32
227,2019-08-16,"21,6",05:26,"38,4",15:46
228,2019-08-17,"21,0",05:14,"40,2",16:34
229,2019-08-18,"20,7",05:29,"35,3",14:45
230,2019-08-19,"19,5",05:47,"34,5",14:10
231,2019-08-20,"19,0",Varias,"35,2",15:50
232,2019-08-21,"19,6",03:17,"36,2",16:02
233,2019-08-22,"23,6",Varias,"36,1",16:18
234,2019-08-23,"23,8",02:48,"38,0",15:39
235,2019-08-24,"21,5",05:52,"38,7",15:47
236,2019-08-25,"20,8",04:56,"35,2",13:48
237,2019-08-26,"20,6",23:56,"31,2",12:24
238,2019-08-27,"19,4",05:46,"32,6",16:26
239,2019-08-28,"19,6",04:05,"37,0",16:25
240,2019-08-29,"23,1",05:50,"36,9",15:21
241,2019-08-30,"21,0",04:44,"37,5",17:09
242,2019-08-31,"22,0",06:09,"37,0",14:49
243,2019-09-01,"21,7",06:05,"36,5",14:11
244,2019-09-02,"20,8",04:40,"37,5",13:46
245,2019-09-03,"21,4",06:05,"37,6",13:51
246,2019-09-04,"24,3",Varias,"35,8",16:14
247,2019-09-05,"20,3",06:12,"34,6",14:19
248,2019-09-06,"21,7",05:35,"36,6",15:01
249,2019-09-07,"21,4",06:04,"35,3",16:21
250,2019-09-08,"22,8",03:42,"33,1",15:33
251,2019-09-09,"20,6",06:07,"34,1",14:37
252,2019-09-10,"17,8",06:30,"29,3",13:41
253,2019-09-11,"17,3",05:17,"30,6",16:37
254,2019-09-12,"18,4",06:08,"29,7",14:36
255,2019-09-13,"18,9",23:55,"29,7",15:45
256,2019-09-14,"18,5",03:28,"26,0",16:04
257,2019-09-15,"19,5",05:17,"30,9",14:02
258,2019-09-16,"20,1",03:01,"32,2",15:56
259,2019-09-17,"19,4",06:08,"31,9",14:50
260,2019-09-18,"18,7",06:06,"30,7",15:16
261,2019-09-19,"17,3",04:30,"30,7",14:30
262,2019-09-20,"18,6",05:07,"27,6",15:33
263,2019-09-21,"19,4",06:12,"26,4",14:39
264,2019-09-22,"19,5",23:30,"28,2",15:21
265,2019-09-23,"14,8",05:42,"30,3",17:00
266,2019-09-24,"14,7",04:50,"33,5",15:28
267,2019-09-25,"18,6",23:30,"31,8",16:03
268,2019-09-26,"15,7",03:44,"33,5",16:21
269,2019-09-27,"15,5",06:09,"33,5",15:31
270,2019-09-28,"15,5",05:24,"34,8",14:57
271,2019-09-29,"16,3",06:20,"33,3",14:26
272,2019-09-30,"17,6",06:22,"32,9",15:49
273,2019-10-01,"15,6",06:36,"33,1",14:51
274,2019-10-02,"14,0",05:48,"30,0",15:16
275,2019-10-03,"13,9",06:28,"30,2",15:06
276,2019-10-04,"14,2",06:15,"30,4",15:13
277,2019-10-05,"15,2",06:29,"30,5",14:47
278,2019-10-06,"14,3",06:24,"32,0",14:26
279,2019-10-07,"14,4",04:24,"35,5",16:05
280,2019-10-08,"17,4",05:50,"34,6",Varias
281,2019-10-09,"17,3",06:26,"32,7",14:50
282,2019-10-10,"17,1",04:46,"34,0",15:16
283,2019-10-11,"18,7",04:24,"29,9",12:57
284,2019-10-12,"19,8",23:55,"30,8",13:54
285,2019-10-13,"19,2",04:37,"29,8",16:10
286,2019-10-14,"15,6",23:08,"24,8",14:15
287,2019-10-15,"10,4",04:16,"22,7",15:17
288,2019-10-16,"9,7",06:35,"25,3",14:51
289,2019-10-17,"9,7",06:09,"26,2",15:23
290,2019-10-18,"14,8",05:21,"24,7",14:58
291,2019-10-19,"15,4",03:59,"23,2",13:13
292,2019-10-20,"12,4",Varias,"20,9",Varias
293,2019-10-21,"9,6",Varias,"21,9",16:03
294,2019-10-22,"9,3",04:58,"21,5",12:56
295,2019-10-23,"9,3",05:54,"19,0",13:30
296,2019-10-24,"8,9",06:08,"22,7",15:36
297,2019-10-25,"12,0",01:49,"27,9",16:06
298,2019-10-26,"10,5",03:49,"30,3",15:57
299,2019-10-27,"11,3",07:02,"26,3",14:51
300,2019-10-28,"13,8",07:07,"23,9",13:45
301,2019-10-29,"16,5",23:59,"26,3",14:55
302,2019-10-30,"15,5",07:29,"26,0",15:15
303,2019-10-31,"18,1",06:30,"27,5",15:16
304,2019-11-01,"17,1",06:28,"27,9",13:45
305,2019-11-02,"18,6",05:56,"25,5",14:12
306,2019-11-03,"17,6",06:54,"24,7",14:15
307,2019-11-04,"16,4",23:32,"22,5",15:21
308,2019-11-05,"12,3",06:07,"22,2",14:44
309,2019-11-06,"7,8",06:56,"21,3",16:17
310,2019-11-07,"11,2",23:58,"20,8",14:50
311,2019-11-08,"7,7",23:59,"19,2",15:04
312,2019-11-09,"4,3",06:00,"19,5",15:07
313,2019-11-10,"10,7",06:48,"19,3",14:03
314,2019-11-11,"11,7",23:54,"19,1",16:45
315,2019-11-12,"7,7",06:42,"21,4",15:36
316,2019-11-13,"14,1",01:42,"22,6",15:32
317,2019-11-14,"10,3",23:25,"15,6",14:09
318,2019-11-15,"6,3",23:49,"14,9",13:19
319,2019-11-16,"1,3",07:13,"16,2",15:48
320,2019-11-17,"3,9",02:44,"15,3",21:30
321,2019-11-18,"7,7",07:05,"18,1",15:04
322,2019-11-19,"6,2",06:46,"16,8",15:28
323,2019-11-20,"6,1",04:32,"11,8",16:01
324,2019-11-21,"11,1",02:09,"15,3",18:30
325,2019-11-22,"13,7",06:30,"18,3",15:32
326,2019-11-23,"10,1",23:55,"17,4",14:19
327,2019-11-24,"6,1",07:25,"17,4",15:16
328,2019-11-25,"12,3",03:44,"17,6",Varias
329,2019-11-26,"14,3",05:43,"18,9",15:59
330,2019-11-27,"12,2",23:20,"18,5",14:31
331,2019-11-28,"10,8",01:23,"19,3",16:07
332,2019-11-29,"9,6",07:08,"19,9",15:31
333,2019-11-30,"9,6",07:17,"20,1",15:00
334,2019-12-01,"10,7",07:36,"15,9",12:57
335,2019-12-02,"10,7",22:35,"16,8",15:18
336,2019-12-03,"8,7",03:40,"18,5",15:30
337,2019-12-04,"7,4",23:58,"16,5",15:20
338,2019-12-05,"5,9",05:31,"17,4",14:30
339,2019-12-06,"8,5",07:41,"19,7",15:05
340,2019-12-07,"8,0",Varias,"20,0",15:39
341,2019-12-08,"7,3",05:44,"18,5",14:12
342,2019-12-09,"9,6",23:41,"17,8",15:50
343,2019-12-10,"8,0",23:58,"19,5",15:58
344,2019-12-11,"6,3",04:26,"17,2",15:38
345,2019-12-12,"4,2",05:21,"17,1",14:03
346,2019-12-13,"13,0",07:44,"18,4",12:34
347,2019-12-14,"13,4",07:43,"17,2",12:31
348,2019-12-15,"11,1",06:33,"17,6",13:38
349,2019-12-16,"10,4",08:31,"21,5",12:50
350,2019-12-17,"7,8",22:59,"15,5",15:09
351,2019-12-18,"6,5",04:15,"16,0",15:07
352,2019-12-19,"13,1",04:07,"18,1",22:51
353,2019-12-20,"17,3",Varias,"18,4",10:16
354,2019-12-21,"15,0",23:35,"18,7",16:02
355,2019-12-22,"10,7",07:04,"18,2",15:36
356,2019-12-23,"12,0",23:53,"17,8",15:30
357,2019-12-24,"11,0",23:19,"20,8",14:43
358,2019-12-25,"9,3",07:47,"20,5",15:28
359,2019-12-26,"9,9",07:35,"20,8",14:42
360,2019-12-27,"11,8",Varias,"21,9",14:05
361,2019-12-28,"9,3",06:00,"21,0",15:33
362,2019-12-29,"8,6",23:51,"19,0",14:16
363,2019-12-30,"6,8",06:30,"16,9",15:32
364,2019-12-31,"7,1",04:06,"16,7",15:16
