,fecha,tmin,horatmin,tmax,horatmax
89,2021-03-31,"15,8",05:43,"30,2",14:25
90,2021-04-01,"13,8",05:47,"22,9",13:12
91,2021-04-02,"12,6",23:09,"22,9",15:18
92,2021-04-03,"9,9",06:01,"23,5",15:33
93,2021-04-04,"11,7",04:15,"24,7",16:31
94,2021-04-05,"12,0",05:12,"25,6",16:42
95,2021-04-06,"11,1",06:09,"27,2",15:07
96,2021-04-07,"11,2",06:35,"26,0",14:22
97,2021-04-08,"13,4",06:21,"23,5",Varias
98,2021-04-09,"13,4",02:14,"23,3",15:00
99,2021-04-10,"14,4",Varias,"23,5",14:27
100,2021-04-11,"13,7",23:57,"23,6",15:07
101,2021-04-12,"13,0",02:30,"25,3",14:30
102,2021-04-13,"12,0",05:50,"26,3",15:50
103,2021-04-14,"14,1",06:13,"22,0",12:35
104,2021-04-15,"13,9",04:30,"21,5",13:16
105,2021-04-16,"13,0",05:18,"23,4",16:19
106,2021-04-17,"12,7",23:59,"25,1",15:41
107,2021-04-18,"10,0",05:37,"25,9",16:40
108,2021-04-19,"11,9",Varias,"26,2",14:10
109,2021-04-20,"10,3",05:11,"24,5",13:29
110,2021-04-21,"10,4",04:31,"23,5",14:10
111,2021-04-22,"15,0",23:55,"25,5",15:35
112,2021-04-23,"12,9",02:45,"27,1",14:15
113,2021-04-24,"10,4",04:10,"24,2",11:38
114,2021-04-25,"13,1",04:00,"23,2",15:20
115,2021-04-26,"13,6",00:08,"22,8",13:29
116,2021-04-27,"15,2",Varias,"22,1",11:59
117,2021-04-28,"11,7",05:23,"22,1",12:47
118,2021-04-29,"11,5",05:40,"21,2",14:53
119,2021-04-30,"11,2",01:04,"22,3",15:55
120,2021-05-01,"8,1",05:50,"21,2",14:10
121,2021-05-02,"7,6",05:07,"23,0",16:45
122,2021-05-03,"9,8",04:30,"23,4",14:12
123,2021-05-04,"11,2",04:03,"27,8",15:22
124,2021-05-05,"12,3",04:19,"29,8",16:22
125,2021-05-06,"12,8",05:14,"30,8",14:55
126,2021-05-07,"12,5",04:00,"31,7",15:20
127,2021-05-08,"13,3",05:43,"31,5",14:18
128,2021-05-09,"13,6",23:38,"21,5",10:17
129,2021-05-10,"10,2",05:33,"21,1",14:09
130,2021-05-11,"8,3",05:33,"23,0",16:44
131,2021-05-12,"9,7",05:05,"26,7",15:35
132,2021-05-13,"11,5",05:20,"28,2",16:20
133,2021-05-14,"11,3",04:54,"28,7",16:30
134,2021-05-15,"12,9",05:10,"33,3",16:40
135,2021-05-16,"15,7",05:24,"33,1",15:17
136,2021-05-17,"16,9",04:23,"31,2",15:17
137,2021-05-18,"14,9",03:09,"33,3",16:01
138,2021-05-19,"16,9",05:10,"34,0",16:10
139,2021-05-20,"16,2",04:51,"33,3",16:37
140,2021-05-21,"16,0",05:24,"34,3",15:52
141,2021-05-22,"16,1",04:53,"29,3",14:14
142,2021-05-23,"15,7",23:59,"27,1",15:42
143,2021-05-24,"11,0",04:38,"28,7",17:24
144,2021-05-25,"16,2",00:56,"34,1",16:35
145,2021-05-26,"13,7",04:30,"33,0",16:11
146,2021-05-27,"17,4",Varias,"21,8",14:06
147,2021-05-28,"16,2",04:19,"31,9",16:57
148,2021-05-29,"16,5",04:05,"35,1",15:46
149,2021-05-30,"18,4",05:15,"32,7",14:28
150,2021-05-31,"17,8",05:20,"30,6",13:30
151,2021-06-01,"16,8",23:44,"26,4",14:22
152,2021-06-02,"12,9",04:32,"30,7",16:16
153,2021-06-03,"14,3",04:36,"30,3",14:20
154,2021-06-04,"15,0",05:17,"30,2",13:28
155,2021-06-05,"17,1",04:41,"30,8",13:33
156,2021-06-06,"16,3",05:20,"34,7",15:20
157,2021-06-07,"17,4",05:08,"37,4",15:45
158,2021-06-08,"18,5",05:17,"38,7",15:10
159,2021-06-09,"18,2",04:52,"38,1",16:18
160,2021-06-10,"18,7",04:24,"37,6",15:03
161,2021-06-11,"17,9",04:37,"34,5",14:24
162,2021-06-12,"18,5",03:02,"32,6",14:53
163,2021-06-13,"19,8",04:32,"33,5",14:25
164,2021-06-14,"18,4",05:07,"34,6",15:52
165,2021-06-15,"19,4",03:30,"30,8",14:57
166,2021-06-16,"20,0",23:50,"28,8",14:40
167,2021-06-17,"18,6",07:22,"25,2",16:20
168,2021-06-18,"16,4",23:18,"25,9",14:33
169,2021-06-19,"13,9",05:10,"26,4",15:39
170,2021-06-20,"15,9",05:56,"25,8",12:14
171,2021-06-21,"15,4",05:23,"27,2",16:16
172,2021-06-22,"15,6",03:46,"29,2",14:58
173,2021-06-23,"14,5",04:59,"33,0",17:00
174,2021-06-24,"16,8",05:01,"36,0",15:07
175,2021-06-25,"18,7",04:37,"37,2",16:43
176,2021-06-26,"18,7",05:18,"34,7",14:55
177,2021-06-27,"19,6",03:28,"33,0",15:12
178,2021-06-28,"16,4",05:07,"32,6",15:13
179,2021-06-29,"15,4",05:09,"34,9",15:16
180,2021-06-30,"15,7",05:03,"35,6",15:58
181,2021-07-01,"18,7",05:13,"35,0",15:42
182,2021-07-02,"16,6",05:00,"36,9",15:43
183,2021-07-03,"18,0",05:16,"37,5",15:20
184,2021-07-04,,,,
185,2021-07-05,"19,3",05:01,"37,0",13:53
186,2021-07-06,"20,0",05:20,"34,8",15:30
187,2021-07-07,"18,5",05:32,"33,7",16:00
188,2021-07-08,"17,9",02:13,"36,5",16:48
189,2021-07-09,"21,0",05:06,"39,2",16:03
190,2021-07-10,"20,4",05:28,"42,1",15:36
191,2021-07-11,"24,1",05:50,"37,5",13:50
192,2021-07-12,"21,5",05:24,"36,6",14:07
193,2021-07-13,"17,4",04:30,"34,6",17:38
194,2021-07-14,"17,0",05:15,"36,7",16:36
195,2021-07-15,"19,9",05:17,"38,9",15:45
196,2021-07-16,"20,0",04:31,"40,4",16:18
197,2021-07-17,"21,3",05:27,"39,1",14:43
198,2021-07-18,"20,3",04:34,"35,9",12:51
199,2021-07-19,"19,8",23:56,"33,3",13:50
200,2021-07-20,"19,0",04:30,"33,7",16:09
201,2021-07-21,"18,8",Varias,"38,6",15:08
202,2021-07-22,"19,7",05:32,"39,7",16:16
203,2021-07-23,"23,5",05:22,"38,7",Varias
204,2021-07-24,"21,1",05:33,"37,3",15:34
205,2021-07-25,"18,3",05:51,"37,3",15:37
206,2021-07-26,"21,8",23:58,"34,7",15:47
207,2021-07-27,"20,0",04:25,"37,4",17:11
208,2021-07-28,"21,6",05:43,"38,7",16:13
209,2021-07-29,"22,6",05:35,"37,5",15:28
210,2021-07-30,"20,8",05:00,"38,4",14:52
211,2021-07-31,"19,9",05:26,"33,1",16:31
212,2021-08-01,"16,8",05:12,"32,7",15:12
213,2021-08-02,"17,1",05:35,"33,8",14:43
214,2021-08-03,"19,4",05:10,"36,5",17:09
215,2021-08-04,"20,6",05:41,"37,7",15:36
216,2021-08-05,"20,4",05:32,"39,0",15:09
217,2021-08-06,"20,4",05:35,"38,7",17:21
218,2021-08-07,"21,5",23:50,"34,9",16:20
219,2021-08-08,"16,6",05:38,"34,0",15:31
220,2021-08-09,"17,1",05:52,"36,1",16:14
221,2021-08-10,"23,0",06:02,"38,3",15:36
222,2021-08-11,"23,0",05:47,"37,0",15:40
223,2021-08-12,"22,2",05:33,"39,9",16:26
224,2021-08-13,"24,2",05:49,"41,7",15:39
225,2021-08-14,"23,9",05:45,"44,9",16:05
226,2021-08-15,"24,1",04:46,"43,1",15:32
227,2021-08-16,"21,4",06:03,"44,8",15:44
228,2021-08-17,"20,5",04:40,"36,6",15:08
229,2021-08-18,"21,2",05:39,"35,3",15:10
230,2021-08-19,"20,7",05:10,"34,2",15:16
231,2021-08-20,"20,1",05:30,"35,9",15:33
232,2021-08-21,"18,9",05:36,"38,1",15:35
233,2021-08-22,"20,9",06:03,"38,0",15:53
234,2021-08-23,"22,4",05:47,"37,8",15:12
235,2021-08-24,"24,0",06:20,"34,1",15:01
236,2021-08-25,"22,7",23:59,"32,2",16:08
237,2021-08-26,"20,4",05:14,"36,0",14:49
238,2021-08-27,"20,8",23:36,"33,3",13:47
239,2021-08-28,"17,7",05:16,"33,2",14:33
240,2021-08-29,"19,2",06:09,"31,2",14:21
241,2021-08-30,"17,9",05:26,"33,8",16:25
242,2021-08-31,"18,9",Varias,"34,9",15:18
243,2021-09-01,"20,3",05:29,"31,5",15:24
244,2021-09-02,"19,1",05:35,"31,5",14:35
245,2021-09-03,"17,5",05:43,"33,7",Varias
246,2021-09-04,"18,7",06:06,"35,1",16:06
247,2021-09-05,"19,5",06:06,"38,5",16:07
248,2021-09-06,"24,5",23:56,"35,9",16:09
249,2021-09-07,"21,6",23:41,"33,0",13:37
250,2021-09-08,"19,5",06:06,"32,1",15:39
251,2021-09-09,"19,1",06:17,"30,5",15:56
252,2021-09-10,"18,0",05:44,"32,9",15:21
253,2021-09-11,"18,7",05:12,"34,6",Varias
254,2021-09-12,"17,8",06:23,"35,9",15:46
255,2021-09-13,"22,5",23:21,"29,9",12:05
256,2021-09-14,,,,
257,2021-09-15,"18,9",05:25,"26,8",15:59
258,2021-09-16,,,,
259,2021-09-17,"18,9",04:46,"31,9",14:48
260,2021-09-18,"18,8",Varias,"30,9",14:51
261,2021-09-19,"16,4",05:40,"32,3",16:41
262,2021-09-20,"17,2",06:06,"32,2",15:22
263,2021-09-21,"18,1",06:06,"31,2",15:28
264,2021-09-22,"18,1",04:10,"30,7",16:10
265,2021-09-23,"19,6",02:20,"29,2",10:29
266,2021-09-24,"18,3",23:59,"24,9",15:51
267,2021-09-25,"16,1",04:44,"28,1",14:28
268,2021-09-26,"16,0",06:03,"29,3",15:07
269,2021-09-27,"16,3",06:08,"30,9",15:07
270,2021-09-28,"16,0",06:10,"30,6",15:36
271,2021-09-29,"17,9",05:44,"32,4",15:53
272,2021-09-30,"17,0",06:14,"32,0",14:26
273,2021-10-01,"16,8",05:34,"31,4",16:02
274,2021-10-02,"17,2",06:17,"30,4",14:16
275,2021-10-03,"14,8",23:34,"23,7",16:21
276,2021-10-04,"11,0",04:45,"25,2",16:27
277,2021-10-05,"12,5",05:58,"27,2",16:40
278,2021-10-06,"16,7",06:24,"32,3",15:19
279,2021-10-07,"15,8",06:17,"31,6",15:54
280,2021-10-08,"15,0",Varias,"31,5",15:30
281,2021-10-09,"15,6",07:12,"29,2",15:42
282,2021-10-10,"16,0",06:28,"31,2",14:27
283,2021-10-11,"16,9",06:41,"31,5",14:51
284,2021-10-12,"17,1",05:30,"30,0",14:57
285,2021-10-13,"14,8",06:40,"30,1",15:57
286,2021-10-14,"15,3",05:29,"29,9",15:33
287,2021-10-15,"13,4",05:40,"29,1",15:01
288,2021-10-16,"14,9",06:33,"29,8",14:42
289,2021-10-17,"15,7",05:39,"29,7",15:54
290,2021-10-18,"17,8",06:31,"30,9",15:18
291,2021-10-19,"16,8",06:10,"31,8",14:37
292,2021-10-20,"15,6",06:42,"29,8",14:44
293,2021-10-21,"14,9",05:38,"28,1",14:39
294,2021-10-22,"10,9",06:59,"25,9",15:53
295,2021-10-23,"12,1",05:38,"26,0",14:38
296,2021-10-24,"11,3",06:12,"26,8",13:44
297,2021-10-25,"11,2",06:38,"26,6",14:40
298,2021-10-26,"12,6",06:46,"26,6",14:33
299,2021-10-27,"12,5",05:43,"26,3",15:30
300,2021-10-28,"12,5",05:56,"25,9",15:07
301,2021-10-29,"16,4",07:13,"23,6",12:26
302,2021-10-30,,,,
303,2021-10-31,,,"24,4",14:02
304,2021-11-01,"19,5",23:53,"24,6",13:33
305,2021-11-02,"15,2",06:41,"20,4",15:58
306,2021-11-03,"10,2",23:59,"18,7",15:30
307,2021-11-04,"7,0",06:57,"18,6",14:51
308,2021-11-05,"6,6",Varias,"19,2",15:04
309,2021-11-06,"7,9",05:49,"17,9",15:44
310,2021-11-07,"5,2",05:17,"18,7",15:40
311,2021-11-08,"5,3",05:46,"21,5",15:05
312,2021-11-09,"5,9",05:57,"21,8",14:43
313,2021-11-10,"6,6",05:45,"20,8",14:58
314,2021-11-11,"6,9",05:49,"20,5",14:54
315,2021-11-12,"7,3",06:32,"20,4",15:26
316,2021-11-13,"8,0",06:53,"23,2",14:26
317,2021-11-14,"9,4",07:27,"24,3",15:47
318,2021-11-15,"7,0",06:34,"21,1",16:22
319,2021-11-16,"6,3",05:56,"20,0",14:38
320,2021-11-17,"6,3",04:02,"19,7",14:32
321,2021-11-18,"6,9",03:54,"20,0",13:50
322,2021-11-19,"12,0",06:41,"23,0",14:04
323,2021-11-20,"13,1",Varias,"17,7",14:26
324,2021-11-21,"11,4",06:39,"18,2",14:04
325,2021-11-22,"8,0",23:57,"17,5",14:52
326,2021-11-23,"4,1",07:15,"15,1",14:43
327,2021-11-24,"2,7",07:20,"16,0",15:05
328,2021-11-25,"4,0",05:33,"14,1",15:04
329,2021-11-26,"6,3",07:04,"15,0",15:30
330,2021-11-27,"3,5",03:03,"15,4",15:30
331,2021-11-28,"3,4",07:24,"14,6",15:05
332,2021-11-29,"8,2",01:10,"17,0",13:01
333,2021-11-30,"6,2",23:49,"15,7",14:50
334,2021-12-01,"3,4",07:11,"15,6",15:46
335,2021-12-02,"6,6",23:18,"16,1",15:27
336,2021-12-03,"2,5",04:56,"16,2",15:53
337,2021-12-04,"2,8",06:39,"17,3",15:28
338,2021-12-05,"5,9",07:24,"16,8",15:32
339,2021-12-06,"3,7",06:31,"16,9",15:44
340,2021-12-07,"4,9",05:02,"17,3",15:45
341,2021-12-08,"8,2",23:44,"17,0",14:45
342,2021-12-09,"5,0",06:40,"17,8",15:02
343,2021-12-10,"5,7",07:34,"18,0",15:44
344,2021-12-11,"5,9",07:32,"19,1",15:06
345,2021-12-12,"8,4",01:33,"22,0",14:50
346,2021-12-13,"7,3",07:08,"20,3",14:54
347,2021-12-14,"6,1",04:57,"20,3",15:01
348,2021-12-15,"6,8",00:03,"19,3",13:58
349,2021-12-16,"7,8",07:34,"18,9",12:43
350,2021-12-17,"7,6",23:20,"19,6",14:18
351,2021-12-18,"7,1",04:43,"17,9",13:42
352,2021-12-19,"9,3",Varias,"21,3",15:37
353,2021-12-20,"9,4",06:24,"17,7",14:55
354,2021-12-21,"11,5",07:57,"18,4",14:53
355,2021-12-22,"13,1",14:45,"17,1",11:17
