,fecha,tmin,horatmin,tmax,horatmax
61,2020-03-02,"12,1",23:59,"21,6",11:59
62,2020-03-03,"8,2",04:59,"19,8",15:23
63,2020-03-04,"9,2",07:02,"22,8",15:40
64,2020-03-05,"8,2",05:41,"20,5",16:56
65,2020-03-06,"8,2",04:07,"20,4",15:27
66,2020-03-07,"7,7",04:39,"21,7",16:57
67,2020-03-08,"6,4",06:41,"24,3",17:08
68,2020-03-09,"10,4",06:47,"25,2",16:14
69,2020-03-10,"11,6",Varias,"27,9",15:51
70,2020-03-11,"10,4",05:45,"31,0",14:56
71,2020-03-12,"11,0",06:05,"25,1",15:00
72,2020-03-13,"12,7",01:17,"22,8",15:34
73,2020-03-14,"12,6",03:22,"22,8",16:51
74,2020-03-15,"10,8",07:08,"23,7",14:20
75,2020-03-16,"8,6",06:09,"17,2",14:20
76,2020-03-17,"8,5",06:47,"18,9",14:40
77,2020-03-18,"12,5",Varias,"24,4",15:07
78,2020-03-19,"12,7",05:12,"23,1",15:06
79,2020-03-20,"13,5",05:59,"21,3",15:22
80,2020-03-21,"9,0",05:59,"15,2",10:33
81,2020-03-22,"9,6",01:07,"16,8",15:47
82,2020-03-23,"9,2",06:07,"19,3",15:52
83,2020-03-24,"10,0",05:11,"21,0",14:15
84,2020-03-25,"13,3",06:47,"20,7",16:01
85,2020-03-26,"12,7",06:29,"24,2",14:45
86,2020-03-27,"8,8",06:01,"19,2",14:22
87,2020-03-28,"9,3",06:16,"21,1",16:10
88,2020-03-29,"10,2",06:45,"22,0",14:17
89,2020-03-30,"10,6",06:12,"19,2",12:38
90,2020-03-31,"12,3",Varias,"19,2",11:59
91,2020-04-01,"9,7",03:44,"17,2",13:00
92,2020-04-02,"10,5",06:01,"17,1",17:27
93,2020-04-03,"8,5",05:58,"21,7",Varias
94,2020-04-04,"10,7",05:42,"20,9",16:59
95,2020-04-05,"10,5",05:46,"23,4",14:41
96,2020-04-06,"14,0",05:44,"19,7",17:08
97,2020-04-07,"14,1",05:59,"24,1",14:49
98,2020-04-08,"13,8",05:09,"24,7",15:22
99,2020-04-09,"15,3",23:07,"21,0",13:53
100,2020-04-10,"14,6",04:35,"24,4",16:00
101,2020-04-11,"14,1",05:28,"24,6",15:55
102,2020-04-12,"11,2",06:20,"24,2",16:00
103,2020-04-13,"14,6",05:29,"23,5",14:13
104,2020-04-14,"12,0",05:30,"22,8",12:42
105,2020-04-15,"13,3",08:10,"20,6",12:37
106,2020-04-16,"13,1",04:26,"22,3",11:56
107,2020-04-17,"14,1",05:43,"22,7",14:39
108,2020-04-18,"13,4",05:30,"25,3",15:16
109,2020-04-19,"15,3",03:40,"24,9",15:38
110,2020-04-20,"11,4",21:34,"21,5",14:25
111,2020-04-21,"11,1",05:12,"20,2",17:25
112,2020-04-22,"10,9",05:43,"23,2",16:55
113,2020-04-23,"12,5",03:50,"25,9",15:15
114,2020-04-24,"14,0",04:31,"25,7",14:10
115,2020-04-25,"15,9",05:33,"21,7",16:55
116,2020-04-26,"13,7",23:43,"21,2",14:38
117,2020-04-27,"13,0",10:09,"20,7",17:48
118,2020-04-28,"13,0",05:45,"22,9",14:13
119,2020-04-29,"10,9",05:25,"23,9",14:28
120,2020-04-30,"14,9",Varias,"25,0",15:55
121,2020-05-01,"13,0",04:26,"28,5",16:35
122,2020-05-02,"15,6",05:02,"32,0",16:15
123,2020-05-03,"16,4",05:16,"35,7",15:57
124,2020-05-04,"18,4",04:14,"28,1",10:36
125,2020-05-05,"17,8",04:21,"28,5",17:06
126,2020-05-06,"13,9",05:41,"30,4",17:33
127,2020-05-07,"17,6",05:09,"31,7",15:49
128,2020-05-08,"15,5",05:29,"27,1",12:12
129,2020-05-09,"14,7",03:39,"23,4",15:14
130,2020-05-10,"14,4",04:47,"23,6",14:00
131,2020-05-11,"15,0",01:45,"23,2",15:05
132,2020-05-12,"13,9",08:09,"19,6",15:40
133,2020-05-13,"12,1",03:54,"22,4",13:16
134,2020-05-14,"12,7",Varias,"17,3",13:28
135,2020-05-15,"11,6",03:34,"24,6",15:44
136,2020-05-16,"14,6",04:41,"25,0",14:34
137,2020-05-17,"15,2",03:37,"26,4",14:58
138,2020-05-18,"15,0",05:01,"30,2",17:16
139,2020-05-19,"16,1",05:17,"32,6",16:54
140,2020-05-20,"17,3",04:53,"34,0",18:04
141,2020-05-21,"18,8",04:13,"35,2",15:47
142,2020-05-22,"18,8",04:41,"36,1",15:35
143,2020-05-23,"21,0",05:12,"37,4",17:05
144,2020-05-24,"19,9",05:01,"37,5",17:06
145,2020-05-25,"19,5",05:20,"36,8",16:53
146,2020-05-26,"18,2",04:59,"34,1",14:31
147,2020-05-27,"19,0",04:24,"33,7",14:33
148,2020-05-28,"19,3",04:33,"34,2",15:52
149,2020-05-29,"19,2",Varias,"34,7",16:18
150,2020-05-30,"19,2",04:59,"36,3",15:11
151,2020-05-31,"18,2",23:55,"27,2",10:24
152,2020-06-01,"16,2",05:08,"28,6",14:02
153,2020-06-02,"17,3",04:30,"28,9",14:48
154,2020-06-03,"17,4",01:43,"29,9",14:06
155,2020-06-04,"18,4",05:14,"27,5",15:06
156,2020-06-05,"19,2",23:43,"29,8",14:12
157,2020-06-06,"17,8",Varias,"29,9",15:04
158,2020-06-07,"17,5",05:11,"27,2",15:38
159,2020-06-08,"15,2",05:50,"27,7",14:50
160,2020-06-09,"14,5",04:45,"29,4",14:08
161,2020-06-10,"15,8",05:02,"30,4",14:40
162,2020-06-11,"16,0",03:22,"27,0",13:02
163,2020-06-12,"17,5",Varias,"26,0",15:27
164,2020-06-13,"14,0",05:00,"27,5",16:12
165,2020-06-14,"16,2",05:03,"28,1",12:51
166,2020-06-15,,,,
167,2020-06-16,,,,
168,2020-06-17,,,,
169,2020-06-18,,,,
170,2020-06-19,,,,
171,2020-06-20,,,,
172,2020-06-21,,,,
173,2020-06-22,,,,
174,2020-06-23,"20,5",04:54,"39,8",15:07
175,2020-06-24,"22,9",04:43,"36,0",14:25
176,2020-06-25,"21,1",23:58,"30,7",14:53
177,2020-06-26,"20,1",23:56,"31,7",Varias
178,2020-06-27,"17,6",03:52,"34,6",15:38
179,2020-06-28,"19,3",05:13,"38,4",16:21
180,2020-06-29,"22,1",05:11,"38,8",16:04
181,2020-06-30,"20,6",05:22,"36,8",14:34
182,2020-07-01,"21,4",04:10,"34,6",15:38
183,2020-07-02,"19,9",04:50,"38,0",16:29
184,2020-07-03,"19,6",04:29,"36,3",15:29
185,2020-07-04,"18,6",04:41,"38,4",Varias
186,2020-07-05,"21,6",05:14,"40,5",15:39
187,2020-07-06,"21,8",05:30,"42,1",16:46
188,2020-07-07,"22,5",05:00,"42,6",16:00
189,2020-07-08,"21,9",23:56,"36,6",13:47
190,2020-07-09,"20,8",05:33,"33,1",15:14
191,2020-07-10,"19,6",03:57,"37,3",14:49
192,2020-07-11,"21,9",04:53,"40,4",13:36
193,2020-07-12,"23,9",05:43,"38,8",14:22
194,2020-07-13,"24,1",04:59,"38,7",15:23
195,2020-07-14,"24,0",05:39,"38,4",15:11
196,2020-07-15,"23,4",05:21,"40,2",15:22
197,2020-07-16,"24,7",05:21,"40,8",16:00
198,2020-07-17,"23,7",05:34,"40,0",16:00
199,2020-07-18,"24,9",04:49,"37,6",15:46
200,2020-07-19,"23,6",04:16,"38,6",16:36
201,2020-07-20,"22,4",05:08,"43,2",16:37
202,2020-07-21,"24,9",Varias,"34,0",14:26
203,2020-07-22,"22,5",05:36,"35,6",15:19
204,2020-07-23,"22,7",05:04,"39,5",15:48
205,2020-07-24,"24,7",04:25,"40,0",14:21
206,2020-07-25,"22,4",05:42,"40,3",16:03
207,2020-07-26,"23,7",05:19,"42,4",15:57
208,2020-07-27,"24,7",Varias,"36,0",15:43
209,2020-07-28,"22,6",05:16,"38,5",15:03
210,2020-07-29,"23,1",05:33,"37,6",15:44
211,2020-07-30,"26,0",04:22,"38,4",15:49
212,2020-07-31,"24,1",05:30,"38,6",15:42
213,2020-08-01,"24,3",Varias,"42,6",15:24
214,2020-08-02,"23,0",05:30,"38,7",14:38
215,2020-08-03,"21,1",03:39,"35,8",14:58
216,2020-08-04,"22,4",05:32,"36,7",16:32
217,2020-08-05,"24,2",05:05,"39,6",15:57
218,2020-08-06,"24,0",04:40,"40,9",15:14
219,2020-08-07,"24,5",04:22,"35,7",13:53
220,2020-08-08,"25,3",07:03,"38,5",17:13
221,2020-08-09,"22,5",05:41,"38,3",15:57
222,2020-08-10,"24,0",06:12,"34,9",14:46
223,2020-08-11,"22,2",23:46,"32,9",13:43
224,2020-08-12,"19,6",06:03,"30,2",15:12
225,2020-08-13,"20,6",02:53,"34,2",15:59
226,2020-08-14,"19,3",05:44,"35,2",15:18
227,2020-08-15,"18,7",05:04,"31,7",14:24
228,2020-08-16,"18,7",03:33,"32,5",15:39
229,2020-08-17,"19,0",04:15,"34,2",15:50
230,2020-08-18,"20,9",02:29,"37,6",16:09
231,2020-08-19,"23,1",23:22,"37,8",15:10
232,2020-08-20,"18,6",05:45,"37,6",14:43
233,2020-08-21,"19,4",06:05,"37,1",15:16
234,2020-08-22,"21,8",04:13,"38,9",16:26
235,2020-08-23,"18,9",05:55,"39,6",15:20
236,2020-08-24,"19,0",03:52,"37,2",16:53
237,2020-08-25,"21,9",05:45,"39,1",16:04
238,2020-08-26,"22,0",05:27,"40,3",15:44
239,2020-08-27,"20,3",05:51,"39,8",14:53
240,2020-08-28,"22,1",06:19,"36,8",16:23
241,2020-08-29,"18,0",06:07,"31,8",15:10
242,2020-08-30,"17,6",02:58,"33,5",14:53
243,2020-08-31,"18,1",05:46,"34,4",15:09
244,2020-09-01,"18,6",06:07,"32,7",15:51
245,2020-09-02,"17,5",05:53,"34,5",17:00
246,2020-09-03,"19,2",05:54,"35,8",14:03
247,2020-09-04,"22,6",06:12,"36,7",15:17
248,2020-09-05,"20,0",05:39,"37,7",15:50
249,2020-09-06,"20,9",05:52,"37,8",16:06
250,2020-09-07,"20,7",05:54,"37,1",14:47
251,2020-09-08,"20,6",05:48,"35,0",14:24
252,2020-09-09,"20,7",05:54,"35,2",16:05
253,2020-09-10,"20,4",05:58,"36,0",16:51
254,2020-09-11,"20,2",04:59,"34,7",14:25
255,2020-09-12,"20,1",05:38,"38,0",14:31
256,2020-09-13,"23,3",01:57,"36,6",15:00
257,2020-09-14,"23,4",Varias,"33,5",14:00
258,2020-09-15,"20,7",03:47,"32,0",16:01
259,2020-09-16,"19,2",06:15,"30,5",14:29
260,2020-09-17,"21,1",04:47,"30,1",13:45
261,2020-09-18,"20,1",23:40,"26,4",11:39
262,2020-09-19,"18,8",05:50,"26,6",15:20
263,2020-09-20,"17,2",04:49,"28,1",15:33
264,2020-09-21,"19,3",02:25,"31,3",15:59
265,2020-09-22,"18,3",05:45,"30,1",14:10
266,2020-09-23,"18,9",04:42,"29,5",15:52
267,2020-09-24,"20,1",Varias,"31,6",15:00
268,2020-09-25,"17,6",06:28,"28,5",15:23
269,2020-09-26,"15,1",06:20,"29,1",16:05
270,2020-09-27,"15,4",06:04,"29,2",16:04
271,2020-09-28,"15,4",06:35,"31,2",15:40
272,2020-09-29,"15,6",06:34,"32,5",14:56
273,2020-09-30,"16,9",06:17,"29,9",14:50
274,2020-10-01,"16,6",07:51,"29,0",14:43
275,2020-10-02,"15,5",23:13,"24,5",12:26
276,2020-10-03,"11,4",06:33,"24,3",15:09
277,2020-10-04,"9,8",06:17,"25,8",14:28
278,2020-10-05,"12,0",06:24,"26,4",15:06
279,2020-10-06,"13,9",03:58,"29,8",16:36
280,2020-10-07,"16,6",06:30,"33,3",14:48
281,2020-10-08,"15,9",05:41,"34,0",14:38
282,2020-10-09,"15,5",06:25,"31,3",16:08
283,2020-10-10,"15,0",04:51,"31,4",15:56
284,2020-10-11,"17,8",06:55,"30,0",16:01
285,2020-10-12,"15,8",23:46,"26,8",16:05
286,2020-10-13,"10,9",05:57,"28,9",15:40
287,2020-10-14,"12,8",06:46,"25,1",15:36
288,2020-10-15,"8,6",05:32,"24,6",15:55
289,2020-10-16,"8,9",05:45,"24,8",16:03
290,2020-10-17,"9,1",06:42,"24,6",14:48
291,2020-10-18,"9,5",05:38,"27,9",15:54
292,2020-10-19,"13,4",04:21,"30,3",14:21
293,2020-10-20,"17,6",20:37,"27,2",13:39
294,2020-10-21,"17,3",23:48,"23,4",13:53
295,2020-10-22,"15,7",23:47,"21,5",15:52
296,2020-10-23,"12,2",06:37,"22,5",14:59
297,2020-10-24,"12,5",05:46,"22,3",15:42
298,2020-10-25,"12,7",04:48,"22,2",13:48
299,2020-10-26,"11,0",23:53,"20,0",14:50
300,2020-10-27,"9,0",07:07,"20,9",16:28
301,2020-10-28,"10,6",06:49,"23,4",15:42
302,2020-10-29,"13,4",06:51,"28,6",14:54
303,2020-10-30,"13,8",05:12,"26,4",12:48
304,2020-10-31,"12,2",06:26,"27,3",16:01
305,2020-11-01,"12,4",06:21,"27,4",14:20
306,2020-11-02,"14,1",05:53,"29,2",16:25
307,2020-11-03,"15,1",04:47,"24,4",12:33
308,2020-11-04,"14,9",06:29,"20,7",Varias
309,2020-11-05,"14,4",02:52,"20,6",15:02
310,2020-11-06,"15,6",23:33,"24,0",13:37
311,2020-11-07,"13,3",02:26,"21,5",14:11
312,2020-11-08,"12,2",05:45,"22,2",15:12
313,2020-11-09,"14,4",Varias,"21,9",15:50
314,2020-11-10,"11,0",06:40,"21,6",15:30
315,2020-11-11,"11,9",05:24,"23,0",14:13
316,2020-11-12,"12,7",23:30,"23,4",15:41
317,2020-11-13,"12,1",Varias,"22,7",15:04
318,2020-11-14,"17,0",06:30,"20,7",13:42
319,2020-11-15,"15,7",07:24,"25,7",15:12
320,2020-11-16,"14,1",04:38,"23,0",15:35
321,2020-11-17,"14,0",06:11,"24,2",14:51
322,2020-11-18,"13,6",07:13,"24,5",15:05
323,2020-11-19,"12,3",05:05,"25,6",15:15
324,2020-11-20,"11,9",07:15,"24,1",14:45
325,2020-11-21,"10,8",04:26,"23,4",15:16
326,2020-11-22,"9,4",23:16,"21,2",13:52
327,2020-11-23,"8,4",07:13,"19,8",12:57
328,2020-11-24,"6,7",03:01,"17,2",14:26
329,2020-11-25,"9,7",05:03,"18,4",10:51
330,2020-11-26,"10,0",22:46,"14,5",15:06
331,2020-11-27,"9,8",03:13,"15,2",12:44
332,2020-11-28,"8,8",06:33,"17,1",15:14
333,2020-11-29,"13,4",07:34,"15,6",12:27
334,2020-11-30,"11,8",23:50,"18,6",15:19
335,2020-12-01,"9,7",06:34,"19,6",14:43
336,2020-12-02,"7,8",07:25,"19,1",15:07
337,2020-12-03,"7,2",07:06,"17,1",15:55
338,2020-12-04,"6,8",23:30,"14,2",12:14
339,2020-12-05,"4,3",04:04,"12,3",14:06
340,2020-12-06,"4,4",07:35,"13,5",16:13
341,2020-12-07,"10,0",05:51,"17,1",15:35
342,2020-12-08,"8,1",23:58,"16,6",14:27
343,2020-12-09,"5,0",07:23,"13,2",14:32
344,2020-12-10,"10,8",Varias,"18,4",14:09
345,2020-12-11,"16,3",03:30,"19,7",14:36
346,2020-12-12,"13,4",23:58,"21,6",14:30
347,2020-12-13,"12,8",22:17,"17,5",13:42
348,2020-12-14,"12,0",03:52,"17,6",14:30
349,2020-12-15,"9,6",07:51,"17,3",14:05
350,2020-12-16,"8,4",06:30,"14,1",Varias
351,2020-12-17,"9,3",23:58,"16,5",14:22
352,2020-12-18,"7,1",05:00,"14,3",15:25
353,2020-12-19,"7,8",02:32,"14,1",15:53
354,2020-12-20,"9,3",22:47,"17,7",15:40
355,2020-12-21,"7,8",07:48,"17,4",15:30
356,2020-12-22,"8,4",07:43,"19,2",15:35
357,2020-12-23,"6,7",06:55,"15,4",15:30
358,2020-12-24,"7,5",06:25,"17,4",16:16
359,2020-12-25,"7,7",23:57,"16,4",14:19
360,2020-12-26,"3,6",23:58,"12,6",14:53
361,2020-12-27,"1,2",07:35,"13,5",14:47
362,2020-12-28,"5,2",23:48,"16,2",13:46
363,2020-12-29,"3,1",02:55,"15,2",14:53
364,2020-12-30,"1,0",06:04,"14,0",15:32
365,2020-12-31,"0,7",07:04,"13,2",14:49
